Step,PUCRS,Python-DTU
0,50000,50000
1,50000,50000
2,50000,50000
3,50000,50000
4,50000,50000
5,50000,50000
6,50000,50000
7,50000,50000
8,50000,50000
9,50000,50000
10,50000,50000
11,50000,50000
12,50000,50000
13,50000,50000
14,50000,50000
15,50000,50000
16,50000,50000
17,50000,50000
18,50000,50000
19,50000,50000
20,-127,49127
21,-127,49127
22,-7669,49127
23,-7669,49127
24,-7669,49127
25,-7669,49127
26,-288184,49127
27,-288184,49127
28,-335893,49127
29,-335893,49127
30,-335893,49127
31,-335893,49127
32,-335893,49127
33,-335893,49127
34,-335893,49127
35,-335893,49127
36,-249408,49127
37,-249408,49127
38,-249408,49127
39,-249754,49127
40,-249809,49127
41,-250156,49127
42,-250191,49127
43,-250191,49127
44,-250191,49127
45,-250191,49127
46,-252674,49127
47,-252674,49127
48,-286596,49127
49,-286596,49127
50,-286596,49127
51,-311318,49127
52,-311318,49127
53,-311318,49127
54,-311458,49127
55,-311820,49127
56,-311820,49127
57,-319674,49127
58,-319867,49127
59,-320004,49127
60,-320059,49127
61,-320114,49127
62,-320169,49127
63,-320224,49127
64,-333417,49127
65,-333472,49127
66,-333527,49127
67,-333582,49037
68,-333617,49037
69,-333689,49037
70,-334035,49037
71,-334107,49037
72,-334131,49037
73,-334131,49037
74,-334131,48982
75,-334131,48927
76,139408,48732
77,139408,48537
78,139408,48372
79,139408,48327
80,139353,48327
81,138898,48225
82,138735,48123
83,138582,48067
84,138576,48067
85,138576,48067
86,138576,48067
87,220729,48067
88,220729,48067
89,220729,48067
90,220729,48067
91,220729,48067
92,220729,48067
93,-44853,48067
94,-44853,48067
95,-44853,48067
96,-45130,48067
97,-45130,48067
98,-45276,48067
99,-45422,48067
100,-45566,48067
101,-45638,48067
102,-45810,48067
103,-46005,48067
104,-46110,48067
105,-46165,48067
106,-76970,48067
107,-77042,48067
108,-77114,48067
109,-14338,48067
110,-14340,48067
111,-14340,48067
112,-14650,48067
113,-14650,48067
114,-14650,48067
115,-14650,48067
116,-14650,48067
117,-14790,48067
118,-14840,48067
119,-14840,48067
120,-14840,48067
121,-14840,48067
122,-69044,48067
123,-69044,48067
124,-71527,48067
125,-71527,48067
126,-71527,48067
127,-287895,48067
128,-553477,48067
129,-553687,48067
130,-553897,48067
131,-554055,48067
132,-555079,48067
133,-555195,48067
134,-555267,48067
135,-568532,48067
136,-568556,48067
137,-568556,48067
138,-568556,48067
139,-568696,48067
140,-568836,48067
141,-568946,48067
142,-568946,47965
143,-568946,47897
144,-569084,47897
145,-569222,47897
146,-569286,47897
147,-569286,47897
148,-569286,47897
149,-569286,47897
150,-582609,47897
151,-582711,47897
152,-582813,47897
153,-582899,47897
154,-582899,47897
155,-583399,47897
156,-583628,47897
157,-583857,47897
158,-584000,47897
159,-584059,47897
160,-584114,47897
161,-584169,47897
162,-584224,47897
163,-584259,47897
164,-168556,47897
165,-168556,47897
166,-168556,47897
167,-168556,47897
168,-168556,47897
169,-168556,47897
170,-168556,47897
171,-168556,47897
172,-168556,47897
173,-201125,47897
174,-216597,47897
175,-240374,47897
176,-240448,47897
177,-240522,47897
178,-240544,47897
179,-240544,47897
180,225974,47897
181,225974,47897
182,225974,47897
183,225974,47897
184,225974,47897
185,221403,47897
186,636985,47897
187,636985,47897
188,636985,47897
189,636845,47897
190,636745,47897
191,636745,47897
192,636690,47897
193,636635,47897
194,636580,47897
195,636555,47897
196,628646,47897
197,628591,47897
198,628536,47897
199,628511,47897
200,628511,47897
201,628511,47897
202,628511,47897
203,628511,47897
204,628511,47897
205,598977,47897
206,741871,47897
207,539855,47897
208,539855,47897
209,539545,47897
210,487390,47897
211,487390,47897
212,484789,47897
213,484789,47897
214,480218,47897
215,480218,47897
216,479941,47897
217,479941,47897
218,479941,47897
219,479941,47897
220,479803,47897
221,479771,47897
222,479663,47897
223,479555,47897
224,479541,47897
225,479541,47897
226,479231,47897
227,479231,47897
228,479123,47897
229,479015,47897
230,478921,47897
231,478921,47897
232,478921,47897
233,478921,47897
234,478921,47897
235,478921,47897
236,569258,47897
237,569258,47897
238,569258,47897
239,569258,47897
240,569258,47897
241,569258,47897
242,569118,47897
243,989266,47897
244,989092,47897
245,989092,47897
246,989092,47897
247,989092,47897
248,989092,47897
249,734921,47897
250,734921,47897
251,703969,47897
252,703969,47897
253,703969,47897
254,680096,47897
255,627869,47897
256,584463,47897
257,584133,47897
258,584078,47897
259,584023,47897
260,583968,47897
261,583913,47897
262,583858,47897
263,583803,47897
264,583748,47897
265,583693,47897
266,583643,47897
267,583588,47897
268,583533,47897
269,583478,47897
270,583423,47897
271,583368,47897
272,583231,47897
273,583129,47897
274,583113,47897
275,583058,47897
276,583003,47897
277,582948,47897
278,582893,47897
279,582883,47897
280,582606,47897
281,582504,47897
282,551724,47897
283,551708,47897
284,551708,47897
285,551708,47897
286,551708,47897
287,551208,47897
288,551208,47897
289,551208,47897
290,1102913,47897
291,1102913,47897
292,1102913,47897
293,1102913,47897
294,1102913,47897
295,1088143,47897
296,1088143,47897
297,822561,47897
298,822561,47897
299,822561,47897
300,822561,47897
301,822561,47897
302,935598,47897
303,927696,47897
304,1428134,47897
305,1162552,47897
306,1162552,47897
307,1162450,47897
308,1162352,47897
309,1162352,47897
310,1162352,47897
311,1162352,47897
312,1162352,47897
313,1162352,47897
314,1162352,47897
315,1161783,47897
316,1109628,47897
317,1078950,47897
318,1054206,47897
319,1049070,47897
320,1048905,47897
321,1048850,47897
322,1047879,47897
323,1047824,47897
324,1047769,47897
325,1047734,47897
326,1047596,47897
327,1047494,47897
328,1047494,47897
329,1047420,47897
330,1047346,47897
331,845256,47897
332,845182,47897
333,845178,47897
334,1293327,47897
335,1293327,47897
336,1293327,47897
337,1293327,47897
338,1293327,47897
339,1293327,47897
340,1293327,47897
341,1293327,47897
342,1293327,47897
343,1293272,47897
344,1293217,47897
345,1293162,47897
346,1293107,47897
347,1293052,47897
348,1391538,47897
349,1391528,47897
350,1391528,47897
351,1391528,47897
352,1391528,47897
353,1391420,47897
354,1391312,47897
355,1391228,47897
356,1391120,47897
357,1391038,47897
358,1383184,47897
359,1359311,47897
360,1359311,47897
361,1359008,47897
362,1359008,47897
363,1359008,47897
364,1359008,47897
365,1343794,47897
366,1343580,47897
367,1342552,47897
368,1342552,47897
369,1342552,47897
370,1342552,47897
371,1342478,47897
372,1342404,47897
373,1342362,47897
374,1342362,47897
375,1341489,47897
376,1341489,47897
377,1341142,47897
378,1341015,47897
379,1340578,47897
380,1340451,47897
381,1340324,47897
382,1340123,47897
383,1339950,47897
384,1339837,47897
385,1339837,47897
386,1339837,47897
387,1339837,47897
388,1339837,47897
389,1339837,47897
390,1339837,47897
391,1339837,47897
392,1339837,47897
393,1411658,47897
394,1411658,47897
395,1411384,47897
396,1410884,47897
397,1410884,47897
398,1410884,47897
399,1410884,47897
400,1410884,47897
401,1410884,47897
402,1410884,47897
403,1410884,47897
404,1410884,47897
405,1410884,47897
406,1410884,47897
407,1410884,47897
408,1409968,47897
409,1409968,47897
410,1409968,47897
411,1409968,47897
412,1409968,47897
413,1409968,47897
414,1810012,47897
415,1810012,47897
416,1757857,47897
417,1757857,47897
418,1742385,47897
419,1742385,47897
420,1742385,47897
421,1742385,47897
422,1739902,47897
423,1739902,47897
424,1687747,47897
425,1687470,47897
426,1687470,47897
427,1687398,47897
428,1687326,47897
429,1686977,47897
430,1686195,47897
431,1686049,47897
432,1685977,47897
433,1685905,47897
434,1685833,47897
435,1685763,47897
436,1685763,47897
437,1685763,47897
438,1685763,47897
439,1768364,47897
440,1768364,47897
441,1768364,47897
442,1768364,47897
443,1768364,47897
444,1768364,47897
445,1768364,47897
446,1768364,47897
447,1868186,47897
448,1868186,47897
449,1868186,47897
450,1868186,47897
451,1867912,47897
452,1867912,47897
453,1867912,47897
454,1873756,47897
455,1858986,47897
456,1806831,47897
457,1806831,47897
458,1806831,47897
459,1806759,47897
460,1774045,47897
461,1721818,47897
462,1721804,47897
463,1721804,47897
464,1721702,47897
465,1721600,47897
466,1721584,47897
467,1721584,47897
468,1721529,47897
469,1721474,47897
470,1721347,47897
471,1721220,47897
472,1721148,47897
473,1706837,47897
474,1706835,47897
475,1706727,47897
476,1706619,47897
477,1706545,47897
478,1490177,47897
479,1489677,47897
480,1489677,47897
481,1489677,47897
482,1489677,47897
483,1489177,47897
484,1489177,47897
485,1489177,47897
486,1489177,47897
487,1489177,47897
488,1489177,47897
489,1489177,47897
490,1489177,47897
491,1489177,47897
492,1489177,47897
493,1489177,47897
494,1489177,47897
495,1489105,47897
496,1488742,47897
497,1488670,47897
498,1488598,47897
499,1488086,47897
500,1488086,47897
501,1488086,47897
502,1488086,47897
503,1480130,47897
504,1479888,47897
505,1277276,47897
506,1277276,47897
507,1277276,47897
508,1277276,47897
509,1277276,47897
510,1277202,47897
511,1371466,47897
512,1371392,47897
513,1371318,47897
514,1371284,47897
515,1371284,47897
516,1371284,47897
517,1371284,47897
518,1371284,47897
519,1371284,47897
520,1371284,47897
521,1371284,47897
522,1371284,47897
523,1769481,47897
524,1769341,47897
525,1769311,47897
526,1769311,47897
527,1769311,47897
528,1769311,47897
529,1769171,47897
530,1769091,47897
531,1769091,47897
532,1769091,47897
533,1738413,47897
534,1723643,47897
535,1723333,47897
536,1718392,47897
537,1718392,47897
538,1718392,47897
539,1674363,47897
540,1738263,47897
541,1738161,47897
542,1737919,47897
543,1737803,47897
544,1737803,47897
545,1737803,47897
546,1737803,47897
547,1737803,47897
548,1737803,47897
549,1737803,47897
550,1737803,47897
551,1737511,47897
552,1737511,47897
553,1737511,47897
554,1737511,47897
555,1737511,47897
556,1737373,47897
557,1737235,47897
558,1737231,47897
559,1737231,47897
560,1729085,47897
561,1724362,47897
562,1721761,47897
563,1721761,47897
564,1691083,47897
565,2146715,47897
566,2146715,47897
567,2146715,47897
568,2146715,47897
569,2146715,47897
570,2146613,47897
571,2146511,47897
572,2146485,47897
573,2053449,47897
574,2053449,47897
575,1835053,47897
576,1835053,47897
577,1835053,47897
578,1835053,47897
579,1835053,47897
580,1835053,47897
581,1909607,47897
582,1909607,47897
583,1909607,47897
584,1909607,47897
585,1909607,47897
586,1909607,47897
587,1909467,47897
588,1909397,47897
589,1909295,47897
590,1909193,47897
591,1909117,47897
592,1856962,47897
593,1843639,47897
594,1843365,47897
595,1843365,47897
596,1843365,47897
597,1843263,47897
598,1843161,47897
599,1843125,47897
600,1843023,47897
601,1842921,47897
602,1842895,47897
603,1842823,47897
604,1842751,47897
605,1842679,47897
606,1842625,47897
607,1842625,47897
608,1817903,47897
609,1817903,47897
610,1912406,47897
611,1912406,47897
612,1912406,47897
613,1912406,47897
614,1912406,47897
615,2420695,47897
616,2420695,47897
617,2420695,47897
618,2420695,47897
619,2412841,47897
620,2368812,47897
621,2166796,47897
622,2166796,47897
623,2166796,47897
624,2166796,47897
625,2166656,47897
626,2166516,47897
627,2166304,47897
628,2166202,47897
629,2166075,47897
630,2165986,47897
631,2165931,47897
632,2165906,47897
633,2165851,47897
634,2165796,47897
635,2113586,47897
636,2113457,47897
637,2113363,47897
638,2113256,47897
639,2113201,47897
640,1847564,47897
641,1847509,47897
642,1847369,47897
643,1847229,47897
644,1847179,47897
645,1847179,47897
646,1974655,47897
647,1974655,47897
648,1973739,47897
649,1973739,47897
650,1973447,47897
651,1973447,47897
652,1973447,47897
653,1973447,47897
654,1707865,47897
655,1707865,47897
656,1707865,47897
657,1707865,47897
658,1707865,47897
659,1707865,47897
660,1707865,47897
661,1707791,47897
662,1707717,47897
663,1707655,47897
664,1694254,47897
665,1694254,47897
666,1694254,47897
667,1693962,47897
668,1693962,47897
669,1693962,47897
670,1693907,47897
671,1693852,47897
672,1693797,47897
673,1428160,47897
674,1428105,47897
675,1427986,47897
676,1427912,47897
677,1427838,47897
678,1427775,47897
679,1427544,47897
680,1427313,47897
681,1427108,47897
682,1426979,47897
683,1426760,47897
684,1426546,47897
685,1426520,47897
686,1426520,47897
687,1423919,47897
688,1423919,47897
689,1423919,47897
690,1423919,47897
691,1423919,47897
692,1423919,47897
693,1423919,47897
694,1423919,47897
695,1423919,47897
696,1423919,47897
697,1423919,47897
698,1423919,47897
699,1423715,47897
700,1423569,47897
701,1423495,47897
702,1423421,47897
703,1423419,47897
704,1423419,47897
705,1423419,47897
706,1423419,47897
707,1423419,47897
708,1423419,47897
709,1423419,47897
710,2191066,47897
711,2191066,47897
712,2191066,47897
713,2191066,47897
714,2191066,47897
715,2191066,47897
716,2158791,47897
717,2158791,47897
718,2156308,47897
719,2563771,47897
720,2563497,47897
721,2563497,47897
722,3036371,47897
723,3036371,47897
724,3096499,47897
725,3096499,47897
726,3096499,47897
727,3096499,47897
728,3096499,47897
729,3096499,47897
730,3096499,47897
731,3096499,47897
732,3096499,47897
733,3096499,47897
734,3096499,47897
735,3096499,47897
736,3096499,47897
737,3096499,47897
738,3096499,47897
739,3096499,47897
740,3096499,47897
741,3096499,47897
742,3096499,47897
743,3096225,47897
744,3096225,47897
745,3096225,47897
746,3096225,47897
747,3096225,47897
748,3096151,47897
749,3082676,47897
750,3082604,47897
751,3040055,47897
752,3040055,47897
753,3040055,47897
754,3040055,47897
755,3040000,47897
756,3039945,47897
757,3007248,47897
758,3006935,47897
759,3006657,47897
760,3006391,47897
761,3006353,47897
762,3006353,47897
763,3006177,47897
764,3006001,47897
765,3005717,47897
766,3005521,47897
767,3005389,47897
768,3005283,47897
769,3005283,47897
770,3005283,47897
771,3004991,47897
772,3004991,47897
773,3004991,47897
774,3002390,47897
775,3002390,47897
776,2950097,47897
777,2949959,47897
778,2905796,47897
779,2905796,47897
780,2905504,47897
781,2905504,47897
782,2905504,47897
783,2905504,47897
784,2905504,47897
785,2905504,47897
786,2905402,47897
787,2905176,47897
788,2881211,47897
789,2881211,47897
790,2848569,47897
791,2848569,47897
792,2848569,47897
793,2848569,47897
794,2805880,47897
795,2805750,47897
796,2805750,47897
797,2805750,47897
798,2805750,47897
799,2805750,47897
800,2805648,47897
801,2805546,47897
802,2805386,47897
803,2805312,47897
804,2804738,47897
805,2804670,47897
806,2804670,47897
807,2804670,47897
808,2804670,47897
809,2804670,47897
810,2804670,47897
811,2804532,47897
812,2804394,47897
813,2804370,47897
814,2804370,47897
815,3033867,47897
816,3033867,47897
817,3033867,47897
818,3033867,47897
819,3033867,47897
820,3033867,47897
821,3033867,47897
822,3033867,47897
823,3033867,47897
824,3033867,47897
825,3033867,47897
826,3105155,47897
827,3105155,47897
828,3105155,47897
829,3105155,47897
830,3259432,47897
831,3259432,47897
832,3259432,47897
833,3259432,47897
834,3259432,47897
835,3259432,47897
836,3259377,47897
837,3259322,47897
838,3259267,47897
839,3259008,47897
840,3258749,47897
841,3258490,47897
842,3258397,47897
843,3258352,47897
844,3258352,47897
845,3258352,47897
846,3258352,47897
847,3258352,47897
848,3258061,47897
849,3258061,47897
850,3258061,47897
851,3257751,47897
852,3256697,47897
853,3256615,47897
854,3243214,47897
855,3208148,47897
856,3208148,47897
857,3194825,47897
858,3194825,47897
859,3190102,47897
860,3154962,47897
861,3154888,47897
862,3130125,47897
863,3130051,47897
864,3121919,47897
865,3121919,47897
866,2919903,47897
867,2919903,47897
868,2919903,47897
869,2919903,47897
870,2919903,47897
871,2919903,47897
872,2919903,47897
873,2919903,47897
874,2919903,47897
875,2919763,47897
876,2919633,47897
877,2919633,47897
878,2919531,47897
879,2919429,47897
880,2919333,47897
881,2919333,47897
882,2919193,47897
883,2919053,47897
884,2918913,47897
885,2884932,47897
886,2884932,47897
887,2884932,47897
888,2884932,47897
889,2884932,47897
890,2884932,47897
891,2884932,47897
892,2884932,47897
893,2884932,47897
894,2884932,47897
895,2884932,47897
896,2884932,47897
897,2884932,47897
898,2884932,47897
899,2941945,47897
900,2941945,47897
901,2941945,47897
902,2941837,47897
903,2941729,47897
904,2941625,47897
905,2941625,47897
906,2941625,47897
907,2941625,47897
908,2941625,47897
909,2941625,47897
910,2941625,47897
911,2941625,47897
912,2941625,47897
913,2941625,47897
