Step,BathTUB,Python-DTU
0,50000,50000
1,50000,50000
2,50000,50000
3,50000,50000
4,50000,50000
5,50000,50000
6,50000,50000
7,50000,50000
8,50000,50000
9,50000,50000
10,50000,50000
11,50000,50000
12,50000,50000
13,50000,50000
14,50000,50000
15,50000,50000
16,50000,50000
17,50000,50000
18,50000,50000
19,50000,50000
20,50000,50000
21,50000,50000
22,50000,50000
23,50000,50000
24,47457,50000
25,45643,50000
26,31972,50000
27,31972,50000
28,31972,50000
29,31882,50000
30,29450,44157
31,29450,43864
32,29450,41353
33,27767,41353
34,27767,41206
35,27673,41073
36,21846,41073
37,21846,41073
38,21563,40982
39,21563,40953
40,21267,40953
41,21267,40953
42,21173,40953
43,20932,40953
44,20807,40953
45,20713,40953
46,20619,40953
47,12272,40953
48,12272,40953
49,12202,40953
50,11854,40953
51,11714,40953
52,11500,40953
53,11414,40953
54,6682,40953
55,6682,40953
56,6682,40953
57,6682,40953
58,6682,40953
59,6682,40953
60,6682,40953
61,4777,40953
62,2995,40953
63,2904,40953
64,2746,40953
65,2667,40953
66,2667,40953
67,2559,40953
68,2487,40953
69,2379,40953
70,2271,40953
71,2163,40953
72,2087,40953
73,2087,40953
74,23288,40953
75,23288,40953
76,23288,40953
77,23288,40953
78,22997,40953
79,22997,40953
80,22997,40953
81,56926,40953
82,56926,40953
83,56926,40953
84,56926,40953
85,56926,40953
86,56926,40953
87,56926,40953
88,56926,40953
89,56926,40953
90,56926,40953
91,56926,40953
92,56926,40953
93,56647,40953
94,56556,40953
95,56465,40953
96,56266,40953
97,56067,40953
98,55942,40953
99,55851,40953
100,55760,40953
101,55677,40953
102,55677,40953
103,55677,40953
104,55677,40953
105,55677,40953
106,55677,40953
107,55677,40953
108,55677,40953
109,55677,40953
110,61085,40953
111,61085,40953
112,61085,40953
113,61085,40953
114,61085,40953
115,61085,40953
116,61085,40953
117,61085,40953
118,61085,40953
119,61085,40953
120,61085,40953
121,61085,40953
122,61085,40953
123,61085,40953
124,61085,40862
125,61085,40771
126,66549,40680
127,66549,40589
128,66549,40498
129,66549,40407
130,66549,40316
131,66549,40225
132,66549,40134
133,66549,40053
134,66549,40053
135,66549,40053
136,66549,40053
137,66549,40053
138,66549,40053
139,59961,40053
140,59961,40053
141,59961,40053
142,59961,40053
143,59961,40053
144,59961,40053
145,59961,40053
146,59961,40053
147,59679,40053
148,59679,40053
149,59679,40053
150,59679,40053
151,59585,40053
152,59491,40053
153,59449,40053
154,59449,40053
155,59167,40053
156,59167,40053
157,59167,40053
158,59167,40053
159,59167,40053
160,59167,40053
161,59167,40053
162,59167,40053
163,57530,40053
164,57530,39983
165,57530,39913
166,57530,39843
167,57436,39773
168,57420,39703
169,57420,39633
170,57420,39563
171,57420,39493
172,57420,39423
173,57420,39262
174,57420,39183
175,57420,39123
176,57420,39123
177,57420,39123
178,57420,39123
179,57420,39123
180,57420,39123
181,57420,39123
182,57420,39123
183,57329,39123
184,57238,39123
185,57147,39123
186,57056,39123
187,56965,39123
188,56874,39123
189,56783,39123
190,56410,39123
191,56319,39123
192,56228,39123
193,56123,39123
194,56058,39123
195,55993,39123
196,55968,39123
197,55968,39123
198,55968,39123
199,55968,39123
200,55968,39123
201,55968,39123
202,55968,39123
203,55968,39123
204,55968,39123
205,55968,39123
206,55968,39123
207,55968,39123
208,55968,39123
209,55968,39123
210,55968,39123
211,55968,39123
212,55968,39123
213,55968,39123
214,55968,39123
215,55968,39123
216,55968,39123
217,55968,39123
218,55968,39123
219,55968,39123
220,55968,39123
221,54271,39123
222,54271,39123
223,54271,39123
224,54124,39123
225,54021,39123
226,54021,39123
227,54021,39123
228,54021,39123
229,54021,39123
230,54021,39123
231,54021,39123
232,54021,39123
233,54021,39123
234,54021,39123
235,54021,39123
236,54021,39123
237,54021,39123
238,54021,39123
239,54021,39123
240,54021,39123
241,54021,39123
242,54021,39123
243,54021,39123
244,54021,39123
245,54021,39123
246,54021,39123
247,54021,39123
248,54021,39123
249,54021,39123
250,52338,39123
251,52338,39123
252,52338,39123
253,52273,39123
254,52208,39123
255,52143,39123
256,52088,39123
257,52088,39123
258,52088,39123
259,51994,39123
260,51900,39123
261,51806,39123
262,51712,39123
263,51618,39123
264,51524,39123
265,51448,39123
266,51448,39123
267,51448,39123
268,51448,39123
269,51448,39123
270,51448,39123
271,51448,39123
272,51448,39123
273,51448,39123
274,46776,39123
275,46776,39123
276,46776,39123
277,46776,39123
278,46776,39123
279,46776,39123
280,46776,39123
281,46483,39123
282,46483,39123
283,46483,39123
284,46375,39123
285,46267,39123
286,46233,39123
287,46233,39123
288,46233,39123
289,46233,39123
290,46139,39123
291,46045,39123
292,45951,39123
293,45857,39123
294,45763,39123
295,45669,39123
296,45575,39123
297,45481,39123
298,45387,39123
299,45293,39123
300,45263,39123
301,45263,39123
302,45263,39123
303,45263,39123
304,45263,39123
305,45263,39123
306,45263,39123
307,45263,39123
308,45263,39123
309,45263,39123
310,45263,39123
311,45263,39123
312,45263,39123
313,45263,39123
314,45263,39123
315,45263,39123
316,45263,39123
317,45263,39123
318,45263,39123
319,45263,39123
320,45263,39123
321,20503,39123
322,20503,39123
323,20503,39123
324,20503,39123
325,20503,39123
326,20503,39123
327,20503,39123
328,20503,39123
329,20503,39123
330,20503,39123
331,20503,39123
332,20503,39123
333,20503,39123
334,20503,39123
335,20503,39123
336,20503,39123
337,20503,39123
338,20503,39123
339,20503,39123
340,20503,39123
341,20503,39123
342,20503,39123
343,20503,39123
344,20503,39123
345,20503,39123
346,20503,39123
347,20503,39123
348,20503,39123
349,20412,39123
350,20321,39123
351,20230,39123
352,20139,39123
353,20048,39123
354,19957,39123
355,19866,39123
356,19775,39123
357,19693,39123
358,19693,39123
359,19693,39123
360,19693,39123
361,19693,39123
362,19693,39123
363,19693,39123
364,19693,39123
365,19693,39123
366,19693,39123
367,19693,39123
368,19693,39123
369,19693,39123
370,19693,39123
371,19623,39123
372,19553,39123
373,19483,39123
374,19413,39123
375,19343,39123
376,19273,39123
377,19203,39123
378,19133,39123
379,19063,39123
380,19003,39123
381,19003,39123
382,19003,39123
383,19003,39123
384,19003,39123
385,19003,39123
386,19003,39123
387,19003,39123
388,19003,39123
389,19003,39123
390,19003,39123
391,19003,39123
392,19003,39123
393,19003,39123
394,19003,39123
395,19003,39123
396,19003,39123
397,19003,39123
398,19003,39123
399,19003,39123
400,19003,39123
401,19003,39123
402,19003,39123
403,19003,39123
404,19003,39123
405,19003,39123
406,19003,39123
407,19003,39123
408,19003,39123
409,19003,39123
410,19003,39123
411,18720,39123
412,18720,39123
413,18720,39123
414,18720,39123
415,18720,39123
416,18720,39123
417,18720,39123
418,-6040,39123
419,-6040,39123
420,-6040,39123
421,-6040,39123
422,-6040,39123
423,-6040,39123
424,-6040,39123
425,-6040,39123
426,-6040,39123
427,-6134,39123
428,-6228,39123
429,-6322,39123
430,-6416,39123
431,-6510,39123
432,-6604,39123
433,-6698,39123
434,-6710,39123
435,-6710,39123
436,-6710,39123
437,-6710,39123
438,-6710,39123
439,-6710,39123
440,-6710,39123
441,-6710,39123
442,-6710,39123
443,-6710,39123
444,-6710,39123
445,-6710,39123
446,-6710,39123
447,-6710,39123
448,-6710,39123
449,-6710,39123
450,-6710,39123
451,-6710,39123
452,-6780,39123
453,-6850,39123
454,-6920,39123
455,-6990,39123
456,-7060,39123
457,-7130,39123
458,-7200,39123
459,-7270,39123
460,-7340,39123
461,-7400,39123
462,-7400,39123
463,-7400,39123
464,-7400,39123
465,-7400,39123
466,-7400,39123
467,-7400,39123
468,-7400,39123
469,-7400,39123
470,-7400,39123
471,-7400,39123
472,-7400,39123
473,-7400,39123
474,-7400,39123
475,-7400,39123
476,-7400,39123
477,-7400,39123
478,-7400,39123
479,-7400,39123
480,-7400,39123
481,-7400,39123
482,-7400,39123
483,-7400,39123
484,-7400,39123
485,-7400,39123
486,-7400,39123
487,-7400,39123
488,-7400,39123
489,-7400,39123
490,-7400,39123
491,-7400,39123
492,-7400,39123
493,-7400,39123
494,-7400,39123
495,-7400,39123
496,-7400,39123
497,-16088,39123
498,-16088,39123
499,-16088,39123
500,-16088,39123
501,-16088,39123
502,-16088,39123
503,-16088,39123
504,-16088,39123
505,-16088,39123
506,-16088,39123
507,-16088,39123
508,-16088,39123
509,-16088,39123
510,-16088,39123
511,-16088,39123
512,-16088,39123
513,-16088,39123
514,-16088,39123
515,-16088,39123
516,-16088,39123
517,-16088,39123
518,-16088,39123
519,-16088,39123
520,-16088,39123
521,-16088,39123
522,-16088,39123
523,-16088,39123
524,-16088,39123
525,-16150,39123
526,-16212,39123
527,-16274,39123
528,-16336,39123
529,-16398,39123
530,-16460,39123
531,-16522,39123
532,-16584,39123
533,-16646,39123
534,-16708,39123
535,-16770,39123
536,-16832,39123
537,-16894,39123
538,-16956,39123
539,-16958,39123
540,-16958,39123
541,-16958,39123
542,-16958,39123
543,-16958,39123
544,-16958,39123
545,-16958,39123
546,-16958,39123
547,-16958,39123
548,-16958,39123
549,-16958,39123
550,-16958,39123
551,-16958,39123
552,-16958,39123
553,-16958,39123
554,-16958,39123
555,-16958,39123
556,-16958,39123
557,-16958,39123
558,-16958,39123
559,-16958,39123
560,-16958,39123
561,-16958,39123
562,-16958,39123
563,-16958,39123
564,-16958,39123
565,-16958,39123
566,-16958,39123
567,-16958,39123
568,-16958,39123
569,-16958,39123
570,-16958,39123
571,-16958,39123
572,-16958,39123
573,-16958,39123
574,-16958,39123
575,-16958,39123
576,-16958,39123
577,-16958,39123
578,-16958,39123
579,-16958,39123
580,-16958,39123
581,-16958,39123
582,-16958,39123
583,-16958,39123
584,-16958,39123
585,-16958,39123
586,-16958,39123
587,-16958,39123
588,-16958,39123
589,-16958,39123
590,-16958,39123
591,-16958,39123
592,-16958,39123
593,-16958,39123
594,-16958,39123
595,-16958,39123
596,-16958,39123
597,-16958,39123
598,-16958,39123
599,-16958,39123
600,-16958,39123
601,-16958,39123
602,-16958,39123
603,-16958,39123
604,-16958,39123
605,-16958,39123
606,-16958,39123
607,-16958,39123
608,-16958,39123
609,-16958,39123
610,-16958,39123
611,-17049,39123
612,-17140,39123
613,-17231,39123
614,-17322,39123
615,-17413,39123
616,-17504,39123
617,-17595,39123
618,-17648,39123
619,-24236,39123
620,-24236,39123
621,-24236,39123
622,-24236,39123
623,-24236,39123
624,-24236,39123
625,-24236,39123
626,-24236,39123
627,-24236,39123
628,-24236,39123
629,-24236,39123
630,-24236,39123
631,-24236,39123
632,-24236,39123
633,-24236,39123
634,-24236,39123
635,-24236,39123
636,-24236,39123
637,-24236,39123
638,-24236,39123
639,-24236,39123
640,-24236,39123
641,-24236,39123
642,-24236,39123
643,-24236,39123
644,-24236,39123
645,-24236,39123
646,-24236,39123
647,-24236,39123
648,-24236,39123
649,-24236,39123
650,-24236,39123
651,-24236,39123
652,-24236,39123
653,-24236,39123
654,-24236,39123
655,-24236,39123
656,-24236,39123
657,-24236,39123
658,-24236,39123
659,-24236,39123
660,-24236,39123
661,-25933,39123
662,-25933,39123
663,-25933,39123
664,-25933,39123
665,-25933,39123
666,-25933,39123
667,-25933,39123
668,-25933,39123
669,-25933,39123
670,-25933,39123
671,-25933,39123
672,-25933,39123
673,-25933,39123
674,-25933,39123
675,-25933,39123
676,-25933,39123
677,-25933,39123
678,-25933,39123
679,-25933,39123
680,-25933,39123
681,-25933,39123
682,-25933,39123
683,-25933,39123
684,-25933,39123
685,-25933,39123
686,-25933,39123
687,-25933,39123
688,-25933,39123
689,-25933,39123
690,-25933,39123
691,-25933,39123
692,-25933,39123
693,-25933,39123
694,-25933,39123
695,-25933,39123
696,-25933,39123
697,-25933,39123
698,-25933,39123
699,-25998,39123
700,-26063,39123
701,-26128,39123
702,-26193,39123
703,-26258,39123
704,-26323,39123
705,-26388,39123
706,-26453,39123
707,-26518,39123
708,-26583,39123
709,-26648,39123
710,-26713,39123
711,-26713,39123
712,-26713,39123
713,-26713,39123
714,-26713,39123
715,-26713,39123
716,-26713,39123
717,-26713,39123
718,-26713,39123
719,-26713,39123
720,-26713,39123
721,-26713,39123
722,-26713,39123
723,-26713,39123
724,-26713,39123
725,-26713,39123
726,-26713,39123
727,-26713,39123
728,-26713,39123
729,-26713,39123
730,-26713,39123
731,-26713,39123
732,-26713,39123
733,-26713,39123
734,-26713,39123
735,-26713,39123
736,-26713,39123
737,-26713,39123
738,-26713,39123
739,-26713,39123
740,-26713,39123
741,-26713,39123
742,-26713,39123
743,-26713,39123
744,-26713,39123
745,-26713,39123
746,-26713,39123
747,-26713,39123
748,-26713,39123
749,-26713,39123
750,-26713,39123
751,-38851,39123
752,-38921,39123
753,-38991,39123
754,-39041,39123
755,-39041,39123
756,-39041,39123
757,-63801,39123
758,-63801,39123
759,-63801,39123
760,-63871,39123
761,-63941,39123
762,-64102,39123
763,-64263,39123
764,-76492,39123
765,-76653,39123
766,-76809,39123
767,-76839,39123
768,-76839,39123
769,-76839,39123
770,-76839,39123
771,-76839,39123
772,-76839,39123
773,-76839,39123
774,-76839,39123
775,-76839,39123
776,-76839,39123
777,-76839,39123
778,-77130,39123
779,-77130,39123
780,-77130,39123
781,-77130,39123
782,-77130,39123
783,-77130,39123
784,-77130,39123
785,-77130,39123
786,-77130,39123
787,-77221,39123
788,-77312,39123
789,-77403,39123
790,-77430,39123
791,-77430,39123
792,-77430,39123
793,-77430,39123
794,-77430,39123
795,-77430,39123
796,-77430,39123
797,-77430,39123
798,-77430,39123
799,-77430,39123
800,-77430,39123
801,-77430,39123
802,-77720,39123
803,-77720,39123
804,-77720,39123
805,-77720,39123
806,-77720,39123
807,-77720,39123
808,-77720,39123
809,-77720,39123
810,-77814,39123
811,-77908,39123
812,-78002,39123
813,-78096,39123
814,-78190,39123
815,-78284,39123
816,-78472,39123
817,-78660,39123
818,-78848,39123
819,-79036,39123
820,-79130,39123
821,-79224,39123
822,-79318,39123
823,-79412,39123
824,-79506,39123
825,-79590,39123
826,-79590,39123
827,-79590,39123
828,-79590,39123
829,-79590,39123
830,-79590,39123
831,-79590,39123
832,-79590,39123
833,-79590,39123
834,-79590,39123
835,-79590,39123
836,-79590,39123
837,-79590,39123
838,-81287,39123
839,-81287,39123
840,-81287,39123
841,-82924,39123
842,-82924,39123
843,-82924,39123
844,-82924,39123
845,-82924,39123
846,-82924,39123
847,-83071,39123
848,-83218,39123
849,-19492,39123
850,-19639,39123
851,-26359,39123
852,-26359,39123
853,-26359,39123
854,-26359,39123
855,-26359,39123
856,-26359,39123
857,-26359,39123
858,-26359,39123
859,-26359,39123
860,-26359,39123
861,-26359,39123
862,-26359,39123
863,-26359,39123
864,-26359,39123
865,-26359,39123
866,-26359,39123
867,-26359,39123
868,-26359,39123
869,-26359,39123
870,-26359,39123
871,-26359,39123
872,-26359,39123
873,-26359,39123
874,-26359,39123
875,-26359,39123
876,-26359,39123
877,-26359,39123
878,-26359,39123
879,-26359,39123
880,-26359,39123
881,-26359,39123
882,-26359,39123
883,-26359,39123
884,-26359,39123
885,-26359,39123
886,-26359,39123
887,-26359,39123
888,-26359,39123
889,-26359,39123
890,-26359,39123
891,-26359,39123
892,-26359,39123
893,-26359,39123
894,-26359,39123
895,-26359,39123
896,-26359,39123
897,-26453,39123
898,-51307,39123
899,-51401,39123
900,-51469,39123
901,-51469,39123
902,-51469,39123
903,-51469,39123
904,-51563,39123
905,-51657,39123
906,-52594,39123
907,-52688,39123
908,-52742,39123
909,-53091,39123
910,-53255,39123
911,-59390,39123
912,-84314,39123
913,-84586,39123
914,-84788,39123
915,-92413,39123
916,-92507,39123
917,-92601,39123
918,-92649,39123
919,-92649,39123
920,-92649,39123
921,-92649,39123
922,-92940,39123
923,-92940,39123
924,-92940,39123
925,-92940,39123
926,-94631,39123
927,-94725,39123
928,-94819,39123
929,-94913,39123
930,-95007,39123
931,-95283,39123
932,-95559,39123
933,-95835,39123
934,-102060,39123
935,-102593,39123
936,-102819,39123
937,-102941,39123
938,-103003,39123
939,-103065,39123
940,-103127,39123
941,-103189,39123
942,-103251,39123
