Step,lampe,Python-DTU
0,50000,50000
1,50000,50000
2,50000,50000
3,50000,50000
4,50000,50000
5,50000,50000
6,49744,50000
7,49744,50000
8,49744,50000
9,49744,50000
10,49744,50000
11,49744,50000
12,49744,50000
13,49661,50000
14,47321,50000
15,45886,50000
16,45886,50000
17,45372,50000
18,45310,50000
19,44332,50000
20,44167,50000
21,44084,50000
22,44084,50000
23,44084,50000
24,43226,50000
25,43226,50000
26,43226,50000
27,43226,50000
28,43226,50000
29,43226,48224
30,43226,44924
31,43226,41651
32,43226,41263
33,43226,41263
34,43226,41263
35,43226,41263
36,43226,41263
37,43226,41263
38,43226,41196
39,43226,41026
40,43226,40882
41,43226,40863
42,43226,40863
43,43226,40863
44,43226,40863
45,43226,40863
46,43226,40863
47,43226,40863
48,43226,40863
49,43226,40863
50,43226,40863
51,43226,40863
52,43226,40863
53,43226,40863
54,43226,40863
55,43226,40863
56,43226,40863
57,43226,40863
58,43226,40863
59,43226,40863
60,43226,40863
61,43226,40863
62,43226,40863
63,43226,40863
64,43226,40863
65,43226,40863
66,43226,40863
67,43226,40863
68,43226,40863
69,43226,40863
70,43226,40863
71,43226,40863
72,43226,40863
73,43226,40863
74,43226,40863
75,43226,40863
76,43226,40863
77,43226,40863
78,43226,40863
79,43226,40863
80,43226,40863
81,43226,40863
82,43226,40863
83,43226,40863
84,43226,40863
85,43226,40863
86,43226,40863
87,43226,40863
88,43226,40863
89,43226,40863
90,43226,40863
91,43226,40863
92,43226,40863
93,43226,40863
94,43226,40863
95,43226,40863
96,43226,40863
97,43226,40863
98,43226,40863
99,43226,40863
100,43226,40863
101,43226,40863
102,43226,40863
103,43226,40863
104,43226,40863
105,43226,40863
106,43226,40863
107,43226,40863
108,43226,40863
109,43226,40863
110,43226,40863
111,43226,40863
112,43226,40863
113,43226,40863
114,43226,40863
115,43226,40863
116,43226,40863
117,43226,40863
118,43226,40863
119,43226,40863
120,43226,40863
121,43226,40863
122,43226,40863
123,43226,40863
124,43226,40863
125,43226,40863
126,43226,40863
127,43226,40863
128,43226,40863
129,43226,40863
130,43226,40863
131,43226,40863
132,43226,40863
133,43226,40863
134,43226,40863
135,43226,40863
136,43226,40863
137,43226,40863
138,43226,40863
139,43226,40863
140,43226,40863
141,43226,40863
142,43226,40863
143,43226,40863
144,43226,40863
145,43226,40863
146,43226,40863
147,43226,40863
148,43226,40863
149,43226,40863
150,43226,40863
151,43226,40863
152,43226,40863
153,43226,40863
154,43226,40863
155,43226,40863
156,43226,40863
157,43226,40863
158,43226,40863
159,43226,40863
160,43226,40863
161,43226,40863
162,43226,40863
163,43226,40863
164,43226,40863
165,43226,40863
166,43226,40863
167,43226,40863
168,43226,40863
169,43226,40863
170,43226,40863
171,43226,40863
172,43226,40863
173,43226,40863
174,43226,40863
175,43226,40863
176,43226,40863
177,43226,40863
178,43226,40863
179,43226,40863
180,43226,40863
181,43226,40863
182,43226,40863
183,43226,40863
184,43226,40863
185,43226,40863
186,43226,40863
187,43226,40863
188,43226,40863
189,43226,40863
190,43226,40863
191,43226,40863
192,43226,40863
193,43226,40863
194,43226,40863
195,43226,40863
196,43226,40863
197,43226,40863
198,43226,40863
199,43226,40863
200,43226,40863
201,43226,40863
202,43226,40863
203,43226,40863
204,43226,40863
205,43226,40863
206,43226,40863
207,43226,40863
208,43226,40863
209,43226,40863
210,43226,40863
211,43226,40863
212,43226,40863
213,43226,40863
214,43226,40863
215,43226,40863
216,43226,40863
217,43226,40863
218,43226,40863
219,43226,40863
220,43226,40863
221,43226,40863
222,43226,40863
223,43226,40863
224,43226,40863
225,43226,40863
226,43226,40863
227,43226,40863
228,43226,40863
229,43226,40863
230,43226,40863
231,43226,40863
232,43226,40863
233,43226,40863
234,43226,40863
235,43226,40863
236,43226,40863
237,43226,40863
238,43226,40863
239,43226,40863
240,43226,40863
241,43226,40863
242,43226,40863
243,43226,40863
244,43226,40863
245,43226,40863
246,43226,40863
247,43226,40863
248,43226,40863
249,43226,40863
250,43226,40863
251,43226,40863
252,43226,40863
253,43226,40863
254,43226,40863
255,43226,40863
256,43226,40863
257,43226,40863
258,43226,40863
259,43226,40863
260,43226,40863
261,43226,40863
262,43226,40863
263,43226,40863
264,43226,40863
265,43226,40863
266,43226,40863
267,43226,40863
268,43226,40863
269,43226,40863
270,43226,40863
271,43226,40863
272,43226,40863
273,43226,40863
274,43226,40863
275,43226,40863
276,43226,40863
277,43226,40863
278,43226,40863
279,43226,40863
280,43226,40863
281,43226,40863
282,43226,40863
283,43226,40863
284,43226,40863
285,43226,40863
286,43226,40863
287,43226,40863
288,43226,40863
289,43226,40863
290,43226,40863
291,43226,40863
292,43226,40863
293,43226,40863
294,43226,40863
295,43226,40863
296,43226,40863
297,43226,40863
298,43226,40863
299,43226,40863
300,43226,40863
301,43226,40863
302,43226,40863
303,43226,40863
304,43226,40863
305,43226,40863
306,43226,40863
307,43226,40863
308,43226,40863
309,43226,40863
310,43226,40863
311,43226,40863
312,43226,40863
313,43226,40863
314,43226,40863
315,43226,40863
316,43226,40863
317,43226,40863
318,43226,40863
319,43226,40863
320,43226,40863
321,43226,40863
322,43226,40863
323,43226,40863
324,43226,40863
325,43226,40863
326,43226,40863
327,43226,40863
328,43226,40863
329,43226,40863
330,43226,40863
331,43226,40863
332,43226,40863
333,43226,40863
334,43226,40863
335,43226,40863
336,43226,40863
337,43226,40863
338,43226,40863
339,43226,40863
340,43226,40863
341,43226,40863
342,43226,40863
343,43226,40863
344,43226,40863
345,43226,40863
346,43226,40863
347,43226,40863
348,43226,40863
349,43226,40863
350,43226,40863
351,43226,40863
352,43226,40863
353,43226,40863
354,43226,40863
355,43226,40863
356,43226,40863
357,43226,40863
358,43226,40863
359,43226,40863
360,43226,40863
361,43226,40863
362,43226,40863
363,43226,40863
364,43226,40863
365,43226,40863
366,43226,40863
367,43226,40863
368,43226,40863
369,43226,40863
370,43226,40863
371,43226,40863
372,43226,40863
373,43226,40863
374,43226,40863
375,43226,40863
376,43226,40863
377,43226,40863
378,43226,40863
379,43226,40863
380,43226,40863
381,43226,40863
382,43226,40863
383,43226,40863
384,43226,40863
385,43226,40863
386,43226,40863
387,43226,40863
388,43226,40863
389,43226,40863
390,43226,40863
391,43226,40863
392,43226,40863
393,43226,40863
394,43226,40863
395,43226,40863
396,43226,40863
397,43226,40863
398,43226,40863
399,43226,40863
400,43226,40863
401,43226,40863
402,43226,40863
403,43226,40863
404,43226,40863
405,43226,40863
406,43226,40863
407,43226,40863
408,43226,40863
409,43226,40863
410,43226,40863
411,43226,40863
412,43226,40863
413,43226,40863
414,43226,40863
415,43226,40863
416,43226,40863
417,43226,40863
418,43226,40863
419,43226,40863
420,43226,40863
421,43226,40863
422,43226,40863
423,43226,40863
424,43226,40863
425,43226,40863
426,43226,40863
427,43226,40863
428,43226,40863
429,43226,40863
430,43226,40863
431,43226,40863
432,43226,40863
433,43226,40863
434,43226,40863
435,43226,40863
436,43226,40863
437,43226,40863
438,43226,40863
439,43226,40863
440,43226,40863
441,43226,40863
442,43226,40863
443,43226,40863
444,43226,40863
445,43226,40863
446,43226,40863
447,43226,40863
448,43226,40863
449,43226,40863
450,43226,40863
451,43226,40863
452,43226,40863
453,43226,40863
454,43226,40863
455,43226,40863
456,43226,40863
457,43226,40863
458,43226,40863
459,43226,40863
460,43226,40863
461,43226,40863
462,43226,40863
463,43226,40863
464,43226,40863
465,43226,40863
466,43226,40863
467,43226,40863
468,43226,40863
469,43226,40863
470,43226,40863
471,43226,40863
472,43226,40863
473,43226,40863
474,43226,40863
475,43226,40863
476,43226,40863
477,43226,40863
478,43226,40863
479,43226,40863
480,43226,40863
481,43226,40863
482,43226,40863
483,43226,40863
484,43226,40863
485,43226,40863
486,43226,40863
487,43226,40863
488,43226,40863
489,43226,40863
490,43226,40863
491,43226,40863
492,43226,40863
493,43226,40863
494,43226,40863
495,43226,40863
496,43226,40863
497,43226,40863
498,43226,40863
499,43226,40863
500,43226,40863
501,43226,40863
502,43226,40863
503,43226,40863
504,43226,40863
505,43226,40863
506,43226,40863
507,43226,40863
508,43226,40863
509,43226,40863
510,43226,40863
511,43226,40863
512,43226,40863
513,43226,40863
514,43226,40863
515,43226,40863
516,43226,40863
517,43226,40863
518,43226,40863
519,43226,40863
520,43226,40863
521,43226,40863
522,43226,40863
523,43226,40863
524,43226,40863
525,43226,40863
526,43226,40863
527,43226,40863
528,43226,40863
529,43226,40863
530,43226,40863
531,43226,40863
532,43226,40863
533,43226,40863
534,43226,40863
535,43226,40863
536,43226,40863
537,43226,40863
538,43226,40863
539,43226,40863
540,43226,40863
541,43226,40863
542,43226,40863
543,43226,40863
544,43226,40863
545,43226,40863
546,43226,40863
547,43226,40863
548,43226,40863
549,43226,40863
550,43226,40863
551,43226,40863
552,43226,40863
553,43226,40863
554,43226,40863
555,43226,40863
556,43226,40863
557,43226,40863
558,43226,40863
559,43226,40863
560,43226,40863
561,43226,40863
562,43226,40863
563,43226,40863
564,43226,40863
565,43226,40863
566,43226,40863
567,43226,40863
568,43226,40863
569,43226,40863
570,43226,40863
571,43226,40863
572,43226,40863
573,43226,40863
574,43226,40863
575,43226,40863
576,43226,40863
577,43226,40863
578,43226,40863
579,43226,40863
580,43226,40863
581,43226,40863
582,43226,40863
583,43226,40863
584,43226,40863
585,43226,40863
586,43226,40863
587,43226,40863
588,43226,40863
589,43226,40863
590,43226,40863
591,43226,40863
592,43226,40863
593,43226,40863
594,43226,40863
595,43226,40863
596,43226,40863
597,43226,40863
598,43226,40863
599,43226,40863
600,43226,40863
601,43226,40863
602,43226,40863
603,43226,40863
604,43226,40863
605,43226,40863
606,43226,40863
607,43226,40863
608,43226,40863
609,43226,40863
610,43226,40863
611,43226,40863
612,43226,40863
613,43226,40863
614,43226,40863
615,43226,40863
616,43226,40863
617,43226,40863
618,43226,40863
619,43226,40863
620,43226,40863
621,43226,40863
622,43226,40863
623,43226,40863
624,43226,40863
625,43226,40863
626,43226,40863
627,43226,40863
628,43226,40863
629,43226,40863
630,43226,40863
631,43226,40863
632,43226,40863
633,43226,40863
634,43226,40863
635,43226,40863
636,43226,40863
637,43226,40863
638,43226,40863
639,43226,40863
640,43226,40863
641,43226,40863
642,43226,40863
643,43226,40863
644,43226,40863
645,43226,40863
646,43226,40863
647,43226,40863
648,43226,40863
649,43226,40863
650,43226,40863
651,43226,40863
652,43226,40863
653,43226,40863
654,43226,40863
655,43226,40863
656,43226,40863
657,43226,40863
658,43226,40863
659,43226,40863
660,43226,40863
661,43226,40863
662,43226,40863
663,43226,40863
664,43226,40863
665,43226,40863
666,43226,40863
667,43226,40863
668,43226,40863
669,43226,40863
670,43226,40863
671,43226,40863
672,43226,40863
673,43226,40863
674,43226,40863
675,43226,40863
676,43226,40863
677,43226,40863
678,43226,40863
679,43226,40863
680,43226,40863
681,43226,40863
682,43226,40863
683,43226,40863
684,43226,40863
685,43226,40863
686,43226,40863
687,43226,40863
688,43226,40863
689,43226,40863
690,43226,40863
691,43226,40863
692,43226,40863
693,43226,40863
694,43226,40863
695,43226,40863
696,43226,40863
697,43226,40863
698,43226,40863
699,43226,40863
700,43226,40863
701,43226,40863
702,43226,40863
703,43226,40863
704,43226,40863
705,43226,40863
706,43226,40863
707,43226,40863
708,43226,40863
709,43226,40863
710,43226,40863
711,43226,40863
712,43226,40863
713,43226,40863
714,43226,40863
715,43226,40863
716,43226,40863
717,43226,40863
718,43226,40863
719,43226,40863
720,43226,40863
721,43226,40863
722,43226,40863
723,43226,40863
724,43226,40863
725,43226,40863
726,43226,40863
727,43226,40863
728,43226,40863
729,43226,40863
730,43226,40863
731,43226,40863
732,43226,40863
733,43226,40863
734,43226,40863
735,43226,40863
736,43226,40863
737,43226,40863
738,43226,40863
739,43226,40863
740,43226,40863
741,43226,40863
742,43226,40863
743,43226,40863
744,43226,40863
745,43226,40863
746,43226,40863
747,43226,40863
748,43226,40863
749,43226,40863
750,43226,40863
751,43226,40863
752,43226,40863
753,43226,40863
754,43226,40863
755,43226,40863
756,43226,40863
757,43226,40863
758,43226,40863
759,43226,40863
760,43226,40863
761,43226,40863
762,43226,40863
763,43226,40863
764,43226,40863
765,43226,40863
766,43226,40863
767,43226,40863
768,43226,40863
769,43226,40863
770,43226,40863
771,43226,40863
772,43226,40863
773,43226,40863
774,43226,40863
775,43226,40863
776,43226,40863
777,43226,40863
778,43226,40863
779,43226,40863
780,43226,40863
781,43226,40863
782,43226,40863
783,43226,40863
784,43226,40863
785,43226,40863
786,43226,40863
787,43226,40863
788,43226,40863
789,43226,40863
790,43226,40863
791,43226,40863
792,43226,40863
793,43226,40863
794,43226,40863
795,43226,40863
796,43226,40863
797,43226,40863
798,43226,40863
799,43226,40863
800,43226,40863
801,43226,40863
802,43226,40863
803,43226,40863
804,43226,40863
805,43226,40863
806,43226,40863
807,43226,40863
808,43226,40863
809,43226,40863
810,43226,40863
811,43226,40863
812,43226,40863
813,43226,40863
814,43226,40863
815,43226,40863
816,43226,40863
817,43226,40863
818,43226,40863
819,43226,40863
820,43226,40863
821,43226,40863
822,43226,40863
823,43226,40863
824,43226,40863
825,43226,40863
826,43226,40863
827,43226,40863
828,43226,40863
829,43226,40863
830,43226,40863
831,43226,40863
832,43226,40863
833,43226,40863
834,43226,40863
835,43226,40863
836,43226,40863
837,43226,40863
838,43226,40863
839,42937,40863
840,42937,40863
841,42937,40863
842,42937,40863
843,42937,40863
844,42937,40863
845,42792,40863
846,42594,40863
847,42465,40863
848,42399,40863
849,42367,40863
850,42367,40863
851,42367,40863
852,42093,40863
853,42093,40863
854,41978,40863
855,41863,40863
856,41788,40863
857,41713,40863
858,41555,40863
859,41473,40863
860,41463,40863
861,41463,40863
862,41463,40863
863,41360,40863
864,41257,40863
865,41154,40863
866,40908,40863
867,40843,40863
868,40843,40863
869,40843,40863
870,40843,40863
871,40843,40863
872,40740,40863
873,40733,40863
874,40733,40863
875,40733,40863
876,40733,40863
877,39920,40863
878,39920,40863
879,39920,40863
880,39920,40863
881,39920,40863
882,39920,40863
883,39867,40863
884,39830,40863
885,39830,40863
886,39830,40863
887,39687,40863
888,39650,40863
889,39650,40863
890,39650,40863
891,39650,40863
892,39650,40863
893,39650,40863
894,39650,40863
895,39650,40863
896,39650,40863
897,39650,40863
898,39650,40863
899,39650,40863
900,39650,40863
901,39650,40863
902,39650,40863
903,39650,40863
904,39650,40863
905,39650,40863
906,39650,40863
907,39650,40863
908,39650,40863
909,39650,40863
910,39650,40863
911,39650,40863
912,39472,40863
913,39267,40863
914,39071,40863
915,38931,40863
916,38930,40863
917,38827,40863
918,38724,40863
919,38630,40863
920,38630,40863
921,38630,40863
922,38630,40863
923,38630,40863
924,38630,40863
925,38630,40863
926,38630,40863
927,38630,40863
928,38630,40863
929,38630,40863
930,38630,40863
931,38547,40863
932,38464,40863
933,38460,40863
934,38460,40863
935,38460,40863
936,38460,40863
937,38460,40863
938,38460,40863
939,38460,40863
940,38460,40863
941,38460,40863
942,38460,40863
943,38460,40863
944,38460,40863
945,38460,40863
946,38460,40863
947,38460,40863
948,38460,40863
949,38460,40863
950,38460,40863
951,38460,40863
952,38460,40863
953,38460,40863
954,38460,40863
955,38460,40863
956,38460,40863
957,38460,40863
958,38460,40863
959,38460,40863
960,38460,40863
961,38460,40863
962,38460,40863
963,38460,40863
964,38460,40863
965,38460,40863
966,38460,40863
967,38460,40863
968,38460,40863
969,38460,40863
970,38460,40863
971,38460,40863
972,38460,40863
973,38460,40863
974,38460,40863
975,38460,40863
976,38460,40863
977,38460,40863
978,38460,40863
979,38460,40863
980,38460,40863
981,38460,40863
982,38460,40863
983,38460,40863
984,38460,40863
985,38460,40863
986,38460,40863
987,38460,40863
988,38377,40863
989,38294,40863
990,38280,40863
991,38280,40863
992,38280,40863
993,38280,40863
994,38280,40863
995,38280,40863
996,38280,40863
997,38280,40863
998,38280,40863
999,38280,40863
1000,38280,40863
